id,male,female
15148752,73,16
91657,490,108
7812184,304,856
7811995,16,79
90990,129,522
15561854,410,847
90949,73,162
90945,200,546
7812207,48,91
10752694,11,54
13483454,48,191
13041267,241,569
989042,143,266
12341957,51,44
12341932,455,258
819153,99,220
819151,283,696
819253,12,29
6203660,174,389
278351,370,757
10562873,389,796
90690,239,555
14459058,50,119
12714755,135,467
15525105,18,114
91463,32,26
15618862,532,308
15697667,280,307
13208217,105,71
4953538,263,226
90591,342,379
6126526,193,154
15093321,24,9
10682491,106,402
819396,106,214
819217,11,16
819214,15,23
819170,85,192
8276629,100,152
91148,104,102
186461,422,150
121004,18,57
278342,88,254
7312341,20,18
13021398,26,14
13021308,71,74
91541,8,33
13491604,22,102
14910253,11,3
819423,54,77
819346,235,440
819303,60,155
819439,135,193
819240,188,237
819297,45,114
819424,86,176
7940839,301,318
7812909,89,271
7811947,161,1151
11911278,26,103
281934,271,304
281933,487,839
1005910,423,731
15510954,129,25
14994526,385,2198
15756922,111,302
91340,1175,2541
15753403,783,1427
15714731,163,190
14994593,426,341
14995755,354,1341
90459,58,32
90455,94,64
13858295,78,296
91113,128,192
90550,72,56
1009486,22,51
14732443,144,271
91299,167,879
278345,27,141
91548,39,148
90539,174,156
90996,39,116
90971,498,1304
8276627,28,206
7857075,86,458
10682496,149,567
10752735,36,70
13858516,174,228
7692671,169,1036
15509667,274,1548
7812113,11,161
7774311,29,154
734595,363,388
6202209,125,43
91804,202,82
14808696,317,633
15694314,18,4
15694310,220,54
15449328,285,81
90595,1023,925
10792924,365,1415
13625804,468,1849
16000881,20,31
13491683,33,52
7812022,60,468
7693914,435,1799
13462769,33,217
7918951,27,103
13475285,117,439
15509728,136,565
7815022,207,877
15646187,259,105
90720,343,180
14222110,55,49
12463727,107,207
91441,157,150
12500996,62,102
14955823,160,223
91767,22,10
13430397,60,21
12499575,309,523
1009482,57,181
477439,54,22
4165204,320,119
14231691,58,30
14231578,98,38
15618745,151,180
14426037,151,181
91173,496,1587
1003093,709,1138
91007,283,451
13022034,57,115
819045,120,232
819043,195,407
7814989,122,1163
995918,58,87
15995344,85,99
7812170,110,305
7815032,17,25
7811950,86,617
7812208,82,240
91202,50,97
13446419,17,47
14222938,71,146
7683824,141,437
12341980,54,26
1016153,1,7
1016150,3,10
90567,321,313
7959699,93,461
7811940,59,326
7815040,133,574
90928,132,318
6979619,95,451
1564518,266,732
7959700,24,133
15626160,60,374
14424509,54,79
14436584,85,113
91514,646,349
13858925,16,46
90747,102,324
10761111,101,481
13491870,101,481
12718255,221,894
13491544,31,110
288003,631,279
10682672,75,244
3465066,8,11
90551,117,58
10682506,49,211
13445445,49,236
12499715,409,500
12894026,159,724
12494664,121,402
2190938,93,114
12333598,175,206
13939151,487,381
90745,49,138
7811972,61,427
15720380,14,23
91599,215,344
91598,448,683
10818844,102,264
12494574,298,898
15753350,733,1067
15753347,1004,1528
91313,1095,2190
14995813,38,347
90610,28,53
12323869,43,86
13337703,561,1321
15728039,276,436
90463,217,71
542020,198,81
91046,247,249
13371306,178,96
91117,308,118
12934577,222,332
13792953,49,58
90751,52,124
14312405,48,189
90561,57,32
10683232,20,27
90716,195,361
14458916,258,166
90909,293,260
90904,408,409
90940,66,566
90796,190,366
10682526,442,1689
10682671,61,188
13239358,182,1412
4748074,151,1262
90592,160,194
12943708,176,422
6430984,62,734
16011796,610,1159
12644151,248,358
15133985,22,9
922144,38,120
16018296,18,7
16018280,212,142
7683962,20,9
12324053,209,120
91018,2797,756
6144280,57,26
12501720,127,145
14369615,284,241
7878919,52,164
13480619,121,580
166068,402,127
10530882,70,24
90627,426,294
15695136,26,2
90673,535,890
14994996,22,235
7815029,42,92
7811957,111,1130
15625487,171,129
7812742,9,36
8268538,156,263
7940844,276,267
7812188,101,135
7812163,157,344
15727567,881,2074
15720583,1217,2820
12943705,612,1710
15753370,125,324
15752184,292,591
15727545,740,1674
15834733,48,126
13776757,115,105
11917855,399,504
15727557,441,674
15753363,1143,2211
989395,55,53
91422,110,218
454910,79,71
91331,381,829
15618766,113,246
13021028,306,430
91671,338,459
4951523,396,454
12341996,22,14
13041154,58,174
13858284,92,384
8268553,51,284
512743,300,606
6509300,77,161
13626008,39,232
14419975,8,17
14421626,33,51
91207,60,136
2501051,33,46
15068628,36,23
15068581,117,82
15720387,72,64
14245094,386,1607
12704139,249,1072
763070,30,39
6374341,290,134
13776946,70,100
280280,72,36
14912867,8,31
12718223,581,2776
91215,142,400
90852,162,225
91248,79,118
91242,671,876
15753377,294,573
8475961,104,617
7811907,208,1425
191211,340,51
91543,45,84
10616638,265,476
14879773,239,1384
12494740,191,619
13120303,9,19
10785222,345,256
4748058,161,1161
7815023,153,450
12644363,79,135
7812212,88,551
91345,201,334
187621,93,133
91259,314,488
15064473,522,728
12894028,68,363
7811948,271,1534
91075,256,102
91330,310,980
231267,69,56
13858309,87,364
13858711,39,233
16089018,82,266
961222,48,64
278348,138,177
15806939,97,175
7309648,159,481
90702,144,256
7286537,586,871
278427,40,6
12333552,308,95
308016,159,31
91094,54,33
90711,279,401
15726408,425,294
281938,47,42
15715254,73,13
14231177,282,74
14231372,100,23
10682668,106,203
4951525,34,33
91105,297,137
13792974,8,5
91042,510,497
91471,121,91
12718081,159,489
90967,44,130
15727473,259,593
91051,121,33
14960839,801,323
9283442,124,184
936953,70,40
91502,313,302
14222511,119,146
8269840,104,841
13626085,24,74
7812076,217,892
15687801,80,272
91572,17,90
15625432,41,113
15629103,66,293
7815041,89,218
10682564,60,265
819185,2,35
819183,23,82
10682497,100,427
15966465,26,66
15995332,69,160
13526449,5,28
10682513,86,279
91217,55,160
91216,540,899
91213,239,885
13022237,94,192
91198,295,563
15683167,118,636
987235,36,152
91304,91,460
90803,105,233
7811928,12,185
91267,148,214
7811955,18,149
13445471,87,208
7815021,101,456
10683251,61,151
15524469,160,333
818945,157,568
6202441,70,74
7152189,205,61
6202440,54,116
91033,1199,382
13403094,12,12
13403092,22,24
91237,50,73
912161,112,57
91227,28,35
13771785,55,81
91413,72,189
15720588,110,313
15753349,230,359
989939,379,445
13775856,33,11
13775761,83,74
91604,39,28
15157785,74,51
4967968,35,23
15059602,31,52
10989821,71,49
15140556,75,67
13021309,20,14
15956364,153,78
14420866,81,56
15092067,51,8
15937339,17,14
91634,59,139
8429451,38,261
12714763,111,356
10683226,236,231
14199181,10,53
12367773,114,190
819386,29,102
819124,63,209
90882,21,41
90880,55,136
90523,51,174
13239527,110,606
987142,179,103
90712,99,193
90438,18,9
14990255,42,450
9383793,110,129
277646,18,16
4976480,132,104
5105924,112,242
15726440,19,35
15775085,48,72
14222486,11,7
12807781,293,959
12714730,55,215
6439643,144,379
90819,174,438
15971367,273,589
10683243,134,233
6206161,222,383
15364672,65,282
13870564,41,17
90528,188,454
14222539,32,29
15043354,9,23
13314795,28,278
10989823,99,83
12807805,70,247
90742,61,298
12341951,87,117
12501086,223,691
10682603,2,65
12501724,263,684
15967511,32,170
12943728,84,130
16081615,29,129
15999360,168,649
15770934,33,210
13212400,154,703
7920719,10,51
15720056,248,387
91382,593,799
10590810,151,412
10682590,204,795
1031249,123,101
11917812,323,605
13041456,117,408
15863151,59,119
12359854,33,8
12644434,138,112
90710,364,639
13943095,68,102
10834023,394,276
7812020,42,173
294648,100,11
14223359,936,204
14405299,246,76
6499811,273,106
7857072,139,468
91435,169,269
13858515,17,38
488061,705,271
14223599,64,17
15296735,85,9
15293385,115,23
13792990,13,2
90489,154,18
995920,23,44
15966482,27,12
12704731,88,279
14990285,40,64
13240862,56,316
13314796,44,445
6374342,83,23
15625486,23,87
278428,41,8
7812173,117,122
6122737,59,27
7811956,32,122
7811959,12,62
15001132,97,489
7812093,184,377
7815002,109,777
90959,28,166
13792961,84,30
91626,134,30
15176805,13,116
90431,54,78
14368663,278,302
91622,62,32
1626819,29,22
13828924,85,544
989050,40,125
16074648,76,182
16074646,76,185
8257358,24,43
15626093,64,268
7811966,17,91
7958375,26,110
15631280,82,409
7811915,239,1476
8480725,647,1102
13314823,58,527
15626392,7,31
13022247,91,313
6470214,26,195
13238994,14,149
4953551,2,4
13488215,143,266
278420,20,44
15524436,112,400
91699,84,16
14895875,116,29
226668,23,8
15727954,178,266
4992497,91,198
818944,93,150
15825980,140,290
989038,103,328
90669,331,1405
90872,86,233
90867,298,411
14222404,40,121
10682659,82,237
14258760,25,77
10683240,17,76
12718366,58,257
819283,98,149
819347,77,200
91011,109,44
90808,219,157
91004,72,253
91000,151,488
13771450,34,54
7812015,13,168
11870313,56,109
12457459,56,109
91205,191,383
819201,66,130
819196,147,409
14727194,240,111
14727164,401,190
13793422,32,8
13793399,314,214
13626061,67,319
90874,78,44
90919,66,177
6426981,23,25
91614,109,97
15694869,81,60
15969262,16,18
819126,59,121
15629078,90,348
7815012,40,75
90947,15,96
14256128,58,80
91073,33,17
13858922,12,78
13938118,12,78
15714135,389,706
15714131,1043,2393
15626379,17,75
418700,4,9
91546,70,69
671243,109,89
599235,15,19
4767716,43,40
1596792,29,30
15727586,336,746
15934091,13,105
90864,99,190
13314855,496,3271
819344,199,472
91031,168,23
15714113,208,473
90603,236,288
91034,23,18
90927,56,227
90950,61,166
7812611,30,206
7811930,12,158
13626625,15,73
13626553,31,87
15714129,185,457
91343,383,864
14706137,271,823
12494823,60,166
1568900,44,128
13793704,42,114
13793701,310,553
13775235,36,56
13792630,126,324
13792626,359,691
995915,138,222
90701,319,342
819342,36,85
819202,39,90
15832723,17,31
10477020,104,215
10477017,142,312
14421805,176,282
90862,243,668
14256102,440,693
